Connected to /dev/tty.usbmodem1101 - 2 loops 0 phase difference
H_min: 0.0000 | R:   69 | Data: 48346cbcfd20042986987efd3e9a971a5dc8b00bd6eaf07a9c50ca56bdbfe73f56a617efd949d8ee82c5154b91b3f3e1d256ed0d84ea3a6155c74c6b2c2d67022b2d0345de58f482c2169e1e3f5cbe57d02c18c6168dade79a6b34eb2d0c929e603753a20c4effb98666116075506d04cd92ad7a650cc4f31caab32af598aa35
H_min: 0.0000 | R:   77 | Data: 1a70669c2f21fd5afdf3e62b22abbb495e4f48886ec07bbb5e7d8a5b1d398e0914d201d1e624b8bc0c9f3b5893c0e8ac7046c5fae22952767909e48eab2ec4f7ddb577a4ce6f1d6a4ba18701e1a3a5ec68db2eea2c7e6c7f0266989edad553576dfaec952e1580ae07b2dfb98b49f2b06488050274fa2b8bf12455d5955f0848
H_min: 0.0000 | R:   70 | Data: 581c0e5a2593ebd8b345ab482467394bd7146dc6345b502b6983131e5ba34e8571174816ed3e6ba8a4f06b0edd1e071780d7de0ce3db07a2e89c6a141e5b9cbd541c19acd494e234ff656defeffa6beedc23fab7dd9c9cc79b1e0f85832f87890691c212fc5fb08310a1866b07877e7a33c73f8c968999a7a509968a624e7d72
H_min: 0.0000 | R:   73 | Data: e28740a4001303e878497b920e099f1a64aa9d73d5ac0e6094d7dcb134868db520a8e44e8878cb07e61499f04368c80c480cbf3945d1424b91182b9a979701e8f866e2223c30210e219277c7a8af2573b315824543262508921e1a1aff0821cc3f555a885e7c7540ff8a772b3c38ac0559469878c23c891f958dae850827bf6d
H_min: 0.0000 | R:   71 | Data: 630c4b0edf22d8135e763b7ee74b4acae179907606c06deb98ceee512668dcbc5c9f2d8b627fd1d073aac361e26efac443a99967c09028686ef85518dd1a4288f5784f559faae5d050a487fdf52159a4e80db9e2e2d6c2f5b03b6210f8ec1ff95177eb4ffaa8066b467c9407c557ff1f56a90474504dc5f99683691065944ec6
H_min: 0.0000 | R:   75 | Data: 00b206e5956a17f8dee754f6e3ecf57437516429278274d946db0abd7bf2e3845cc6d22addd819f5ff853d38e52c4f4bb41dd3ce56c774c883b2c0686fd069d7aad85ba5e87372504b414d3a596d7d59fd44b5ea4c7a1253a77169c000f378b358cba3385d5729287b333359401a8cf5ecf5a105f02aafcabe3da77e5b0d7a36
H_min: 0.0000 | R:   69 | Data: bfea62c9f7c377f8b3ac2440d29908c06160b8a1a4d1bba6f04366eea897fe17693d84b09f84a1fa9af836a42fa7649f05c0dae455f1d8748083792e16867ab03a1c9c4cc387d3e67ce087a4857cd311f4b66b9a0fe465f04649002722630b3875e7f2c6b8c375b74c8ef5434c1986b68a71e88cdcf28dbda21e267cf51bfc8b
H_min: 0.0000 | R:   72 | Data: a47a75c57653da9d7e40bdb97a40a72792f46921f5787f319d2240e04401aeb343c535b2fff5583f704b31a753e42aa0cc07438e5f031ca4effd9ba07849e7419d5ea71774051709d8a0f515eb05e78de41c9950a99000eed4216c4e6d4b2c059528ccda4f1e5db664b7b31e9ee7039b184ecaac20368a597d4db9420b2d4774
H_min: 0.0000 | R:   74 | Data: e86ac9f52990c8993d395c98613c26cae8200c1b919db2cb1b5b9f154328424b7e65a83b1e66cd12df9929f4b12e58d53fb0caaf7c9826e003187b2eddcc5ab7d2d12b7576efa9540fcdfe26eeb27c5075d2940c6de2d9f884076b7a60eaf7c80c7f189df3b0c267e770be4acb6be442bfbdfe12c1066a6568eaa691313eadc8
H_min: 0.0000 | R:   69 | Data: f73d544df4589b450d33ed790583124920d9cdab12702a0e82688b5c9e9fa52d15c39bef728de2b742b7b5a078b79ea92c83e8049e354938c21779e465d697c7ae0df3f05d62b3066c83bb4ac6238957565fa944f49c7e5cdac10b1672b79ccd94a6776dc902860a74ffb617c74b94775918f390b1811f665b5dfaf41c945b1d
H_min: 0.0000 | R:   73 | Data: f906bc6832224459a41d6fff70a8c07fb4cdef942668a319d67ac75767c5c86f1fb0fa1fce40baa4570e047995340eff2b116a1b4dcf0fccb34073ca4e3a813273525fbddda382b7f7e4237e43dc2e864dd851f2ea4b93acf17f87fc9cc1d9bf8a1c2e27ba0f930e9bd01e6444fb57e800612b0fdb9f82b8de9be80c58d7a2d1
H_min: 0.0000 | R:   75 | Data: 8aad91263f6448aeb1d29113e91b18edd7de574c37adcba31df9ca7ad1f355e00104dd75f702723b4445322d7fd9ab237c419ad7778fc49ef946093fba29c18de0b4c3e43a2fb48fb658265717b515a901fa016afe9d6e065b568cdfd3a4991ae5fb51b9739ff345ec2d1ff720e98079937097394de25a8aa57004e3795ee53e
H_min: 0.0000 | R:   71 | Data: b158632361903c37b071abb45caba963fb585b243ef23f0b1ddeea7caa93a98a4f8cfe0a1d23483ee1f3d8495f85a6974c94d58a663472417dfa1e61604b8001fe518b496f70e7efe180028efdd09f818d45365a1eb714c367c599a8dad48cdcb6bc29ac61289e43c157ba76b9f5604fee047adcba2a13ff528d2b853a8d80fc
H_min: 0.0000 | R:   71 | Data: 2247257b7fbb0853169d724fd52f7e96f86e80bffc115c3721cc20d2671dfe89ff48d3f9c4fdf9ce7ac37ae51c1577bdea44a9c219ca5d2c3c38f479f1956f79ef97b59a34d3f05ec5ef5dd9f6fa8574156e8d089d69acf8b26a6cb59206519eed096135dfadb8f7a1020d41ea26ed1f0f5a000a0b7bbdac8bde3eaf96497474
H_min: 0.0000 | R:   74 | Data: a03ea5d7db2fd2da7071a1632a907b663df0fb75f6d715b88c1264058e40058ec781e894a4874d0b1e1b4c4f831d7100b49febbb16c96b7c267cdb72faec1fdd2d93f4b47650ed6e933162c0b068e51cd7423df832b63a7c23cd46eb4fdff1993ace2bfe99a488c7f56d0228d46dd368ebbbc74d4bac78f3d880bafe1df63280
H_min: 0.0000 | R:   69 | Data: 30d3e090ccb26ca4879321208a7f9217d21c8a9de61e2de43dd4141f829c07c8216b2c4e3a66be3b009516bfddd15c5b4f579ce2150d6031fe3fe2e53158b8828c77b0685301a7d6d2e92ac3ffd936d760338e774b1ffa79dec9d96034fd168dbe74e47a77ed1d4f390addb7e159fd9ae23f89056c6b4e044fee8f4eb6316c51
H_min: 0.0000 | R:   73 | Data: 38da67b6817a615ca18612e9caa9158d0d00573165cda957b8a4cd85ea0bb9e1dff56ad38ded4b80f2f1e8c2e40173e39467ff676723502c1725eb0bae4789910a9cb68576eaa79aeea1196a55ceb69a48159434e8c3e626a3a3d6db33b7c7c9dfd0c82177aa25ce5599625da664dd931c53163c48db7d964ea639d0d2f3094d
H_min: 0.0000 | R:   69 | Data: 22a2ba249efec527e69b21b8dfee4d67b8ba1fbe7747642daaa872e70b1d684a53b925d3ad1702a6c86f888d59d18c0304c6846096bd844de8374a9ec663e4e87972d31a32f5dae8ccb8d580aee9150e31e7fc0fc47a1673c6ad146246f5b2a58090a7347715e3825a5d986dd536007a3181402463c04edc468133d9c1d6193a
H_min: 0.0000 | R:   73 | Data: 731c9629c49760ad837d0e1ac39133419f3c34d9ca8a3b543cf5402e55d4c85b6e9196ed800b4c135cca555f2904a7c3a0af979375c88a61794735c9e1c836ee95e068af6bad2af59a0e3defdf491200e009cde152adc7bc9623e053991a9692bc52aee95a674fff09cd6cb433e70a191a25391958d60a8ee3703377e1b9b597
H_min: 0.0000 | R:   74 | Data: 565a62b51b1980469ecd3d93b5bbe420b625d20978bd5e341b9697d903230b74e6084dbed537f90bf5280f4b359c0a213e590717ea05d943a8704f24a13d4fcf1060e31d595725e2d1f178233567191e7f3e861f7146531522502da97fb0516e1c86cb513bc69a71164ce55210e1c840d0d8dfb327b4e8af459af43e82a4fb64
H_min: 0.0000 | R:   71 | Data: 9dabef60c87e6ac618bac4565ecaecd1761bf5520a40e5ba9fc42bcbe9952dd56f2f4980d1c0e6e96d05059cd5715381fe9dbefe5a0da4cbe739beaeec660a2e0c87e711250c41788d86b5e4a89e43c9f9b36c1d938b56963cb4a154d5ff34ed76ffa5844aee1c6de72901d9ba92cff5045f63705724e440c7b6475a69d267bc
H_min: 0.0000 | R:   76 | Data: f6927e556ee47f1d9706eeec8f4cc347b3a6b29fa0c373d0f16e0bfea9bca19f53bbb74889b6d7d7e052444479078f8fc63b5c5bf2993e1c7c4d114f19e1f1f1b6b82d18f7b8657014d6b0e6ed75d6c33eaf171ba4940497ba92166c405b750cd27f8abdc6596695c3986c01cc93f3cdce2c71c146950f9123ae445708d56d5b
H_min: 0.0000 | R:   73 | Data: bb375f4d0a92150aa03117f33464c8842e4fa51389818517f79b110358f79ae76ac51f70d4d7a54ad45a5362af6c5711bbae31161952de6d9ebdeade1dfe1b074d36f6373bbc5683a6cc2b7e9d774b85ff7a7341942649a4a89ee3f35ffbeb742528e4866b425218462f0de563e326385f5a4002c9a54bc65c26d4efe8252640
H_min: 0.0000 | R:   72 | Data: 727a7803a5bdf0ab37c8d4a9eb097761bfb0b060499e23671012de91fe451f0db36c2cf7c3d52de185586f1968840c874df61ce21693295960558da63bc57e83989e52c85c5e6ccf97d25dfa66356db6e590ef75ea20eb3a7e14bdfe662b69101cbda14ada3fa574dc480feddd046005a7484df28387c0ab462a6e9d0b561384
H_min: 0.0000 | R:   76 | Data: 8656662a2550a6c670f46b5f60198b61a6f900f05cea413ab7f14858d631842a9e68115f517e393e7eec969cce79b403b12f62feb85743a85de107c245414c0467635145679949ccccd79aaa430f75140efa728296ae8441ffa0ba7fec8efcb35cfeec26bc0357b74d6c404b0a4d1f5f86d195fa0932c1eed636bef71700f5d1
H_min: 0.0000 | R:   71 | Data: 0cfd23fa71e08fc7cb83d491cb4632c28f4cc8a1a282955dca512136d8f3ad34aaf22db61d00bbe0769ca899b373a92461779f952284ba0bc85325b78f29cdc549014f0a3ed3a08738c1b76b7a2d293dbc08779c3afb33bb3a457dfe183f7651a7c7be8b2ab32c1936114318046af383800f10fd0a7a202b2da1aaae53008a50
H_min: 0.0000 | R:   70 | Data: e8c9aca2700d5994918c614df48b4d65c9b25b90ef11bf9467f9a269baacb9ebfa93a0e7feade1b94cd0b48422f95326ff7c732272a58c16bf634720b7b1a3f8b00b1a353b3ce2a34f9bcd92d91d7b49943820596e1d6b6661aeb8dbde23f7755eea3f62cc939fbacfb130034e80f5bea51a92e49b992fe8e974c02bc9ef6e52
H_min: 0.0000 | R:   63 | Data: f8dba46f484aece7a20ce7d013a37c14055d67bbc99c583c5da5cba39c30c454ab59b6c84c719804e30a64f3b3c98d9686f0338d76850ac7bd239a0c30489a683b35c807a11a3a0513a741e0d3d6c6650dc4b1f7f3fa0a9796a49347a2fecef20a3c5587d2812d526f59f4502e97be0aa7a4cfccbf43ff4447701fad734b19d5
H_min: 0.0000 | R:   69 | Data: 850876d50b7bbe3274f6a085394f4c5c459884534386fea6defb8d875904e54d55a11832190a1096643f9f95157566adcf8be4e44f6694327cd0a4c56893c572ac1e84b1e964e1aca711dc830d789847363507d7031d3e33c4f75061455b222728b7829b75ef7aec00535c7007b5f400419c40f9a40e0a604a21a673047ca5ef
H_min: 0.0000 | R:   67 | Data: 324bede8208dfd697c659f52be14ffbdce53fe32d27a98574d47fc0d40b54c9d80ffa1bee4beaaf38076b27d3148c36a0634d7000d1b15fe86d57a415ba36e5a9ca8dd2f96528de913026f62b4b76ba715ea5ae924ae7fab797b99d64551a8432f056ac934f64289f94a20a92056d4f3772f7945e6582edf9995db9d19128787
H_min: 0.0000 | R:   74 | Data: 937edbc757c3bb4dc363ed15b1b9e22dc70c61285e2523b2a9ffe72171565834ec37080af6a5aff30496bc8833635a078bc2cad094bdca5eaafbd10602b8c82c18bba11e760849973ed9c965133c4920acc335639825048590f1ae8d2ceaac251a641636c154f22abfe814a37f83722693db747dfaeea14387feaedc1158b583
H_min: 0.0000 | R:   77 | Data: 0dafd1624766c1747938b2185959cc267147e3e1d1b2178a3b42a3b3a17bf02b21c0ea81e3d131f46ff2df9bf6dee7da205ff94319e5bf4c21d1367e585ef40d9f18d5bdcdffbf7844c3d126578385ec82eb354f67b990a832837ea1bc3c413d10b8180d7656a61d6da24f3ce91d835b2e26ae1ed1120ee0963d41611b1f4e2f
H_min: 0.0000 | R:   75 | Data: 6a41e4cfb4aea4c4f5cd54c24f78420d1a2355a04d0ba4c09cf46e1323fdf0263f8358802f7afb0f7d80695523d0051a6f6c609c514a4ae28f7dafdd163052632b37c5474f95b30c274709b773bb343534eaa677aefb499ca77764702170b2bcefdc690a9c3232009f0dc82e212e5628fe21c1d524c979f7e588beeccd185b45
H_min: 0.0000 | R:   72 | Data: 4afed29a8d1a0e43c71fb6b4f0fdf266ddc6bc9e44f9920199a255cbb7a0c0e0250d727029f0df2d305082988c788746eb3a2def190ed4d6b60bd619f94ca65504403c08b69f2531f7780aa7c06996ccea9193eef826b2444f2b0a3f3e33650294543b330bd7fb959c07f76d88925f583d8e8f51e021387d90a221fb408c71c9
H_min: 0.0000 | R:   74 | Data: 717d5ec9aa599b1544a08bfa5a8af6ccec96afdc74262a3ce25fcf5d813f8aa7835db1586cdc4a4a6cc03d2b16d8416aeb7e71c39e91891a4e5b26929d002c7171492c93f7974912f3e44fcdc4d9fd549914e8667ae8c39b6bfd71a0d5ffbc3d843f1a890cfc8217f9bf0d612878a33375008f4e6490395dca8d2c233b6c3815
H_min: 0.0000 | R:   73 | Data: abe20281961aef3759a24a0b55c4ddb24f5293f9f6c2a7f110e672de93260b5395f5d01bdce27893dc50cc2245b73ce88bb20081b98d51a5efef8e26018097f1b73f2e35d59bf7a4aec5ff131487e6d892dd7f4df54f634e4c5990b7a215ad9b4d57a46d64d200de75bc31ff5d1918617fb1780b27f6b5449a4ba77f5131094f
H_min: 0.0000 | R:   71 | Data: d44adb8fb239316725e53eebc11dcc72efebcc7c607f7ed81a56956d5edbb973e736eb2c97a69bfb838175291b84892ce06744a7310cfad59e62709530b24aa4460ec7f3af2018d4ae0fff42a9d48796c81206f23a5f193c6aa8d495142aa85dd222411da2e24b7a768ca87ea72881839b853a5e2b2517b120f40f05abb3e1c9
H_min: 0.0000 | R:   73 | Data: a21837a9f97124eb62f1f80287c00c66e7e0f844e80248d3607a293277e07bed73208381e6616c28b86a6d166e76e2f5dbeafc072e4e950fdc77a0f28127fc745f5dea71c08116871d6a06c550bfeabf192508e35c00b0f1a2367779e9adfe896fa7b1c751fac1f8f974de28d4d6ee57e5313c50a5796fd84450319df2cead38
H_min: 0.0000 | R:   75 | Data: 50de81a61b6b7eb6471a9c3609c15d841fb20b88a5fa54dfd8c19ab7e058baa653ca0d92bc27a4daad5b21b029b409c07668bc9843f345d5a604f53540f48ddff23ccc9157c9ef066c0a6088473efc7de889d0679aa9715c4c685219ba3b2c49755e0ad608253cd699e151f67f1233a5a34b9baca4d063618fb4a71480a564f1
H_min: 0.0000 | R:   73 | Data: 64a7576a051ca21fa3a21d34eb53f047b55546da43c0c7fc3f416de8f07384c8bff6c9b9574aa6cec07bfa18187ac291930cf48b533e375a02bba6d9cdab2afac77f95556ba8da75307d5dce2fe6310d687ba3a9874d819852524d3515501bc75a3b5b43ba69536e982cf62b2160f466d725c5e7b26d58d636170451c0a20870
H_min: 0.0000 | R:   71 | Data: fb65a174cafe9070871b002d74ae9ae6d1fcf3bc397d6332f33a98bd7adf300f811b646e7428e70a22c096ae1330221fe31ba3d54efce10f99a1b3cc30d8f2dde25787841c4c10795ab39d027bfbdb6c1bcca221165a0e454aec8274f79e09e2b220556a8be95a94c9242eb860e2b21d61c8fa3c0e7d149a35e9e3ff21fb4b59
H_min: 0.0000 | R:   69 | Data: 82498e2a30657fc8ecc93df96c78b42a7a174e3312352eb3f76242f6291de4b2cd458e54bd21dc4dc7b1432fc87a8e7d4d4607cafbb1de53ddb95bc23c2a25fb74b913128820031eeefccc400e02a21709f8f8e0ba7948f88b144592556556c9ad3bd3f119c8cba6cfe170add20a1fea21b38c8d67a4a1d3ea244300862456b1
H_min: 0.0000 | R:   72 | Data: e90394cfcf7cb395a19b31766e60f71675c033cc565df5bcc3411011f21a64fe2d4ec9172ea4fce1d0eede8488e98100f119acd4d4f77f0bdd2f7d1ea0b3161321c61c35720201de646f4bc93bfb62dff70045758279811b54ad35b6f4b78588385beb60cd69df606bf24e52fe4bc7c413530299da5ce31f41ad1ef659ff3cec
H_min: 0.0000 | R:   63 | Data: 52b2d5e7a81438623bbd8aff0a58146d1571832de294318bbad4ead0b26c2a2afad58d9e82c8d373a92447194fb3025a96b356face343575ccbc7243589a01fe525ac87610c35422f4d5772ecad8510d638546b491eeeb3c422c0e4b951ab7b05773b62e7cff81922a35a9544a1ab397b1f2ef44a5aedd3aed026be6a6061bf2
H_min: 0.0000 | R:   69 | Data: 3e2e5d2c77cddee2a4b882ff7f3643817b069a81fd6e61657fb9a4b5f4c100575b753f1174bf7632ff6e03f696606f68d44660b1ef38b3c7f113e700a0c37784f8d6341037053fbcaa6a4d3304f342e7a4e15dd2fe8356fa0ab6be2f7da940e950b53d461ce90689fcb89a800549570886aae08162fd148d1e97b06114a1dcb1
H_min: 0.0000 | R:   74 | Data: 530c5d5604cc44dc4a774a40de33ba8375d8b136c589f692a9a08b5f16b1d334493e4318b85e37803d467dcf68c744c42a69a9e7909e516cee0bbfd8c756c2097ba95b97a6281b661cd8f3a889721dc36b24ee704beb70f5053f83321f1e548d076766b60a606b31972b651137eda79a9370a1833e4080cacc63a3916c9808ce
H_min: 0.0000 | R:   71 | Data: e5b83d3f03bb55feac0c20321ceff8aff74800c97f1bb953e83f30d87f6d4e3b8de32f861edf335bd9119fe29669c4cf0289fef1d640b3cce94da4b55d8ea3d6e23d992aea64d2f186954a649d745f6fdae77672e64e8aa38538fb1155a919c56e11a63f1c6a2e391dd3fd1ade2f559074066c9b3c8501ecc8dc96117a4f4c42
H_min: 0.0000 | R:   69 | Data: 21aeb224f86ff1f18fb74b6642adb7d060429a98a352d61b69514852f6b191e4beda21e7af82f14adb43fbf7f8e141e403b16f8031fd657a078bba257469f6387c7cd3eb1305ed7ed7c84cb244b27b1c6f595f51f53f62b37cbb6e7dd53c15829ef0db37f5c6be85de25f3c69b35d9318f6aa71bda11b0630056ba7b1d944188
H_min: 0.0000 | R:   75 | Data: a6b6198b56ee2e283dd21b30161ae44a2dbd48416c1ed264e1c5bb97ba0755443c190da1a49cfd8c1a9133f536624b4ae5e3dae71d4e1c7eb20bc302e793a39ae22b934ddd26fcc4986b28a04384771ce5de91b17c58b21f82ef4e41cad74afc0c423ba3cf24ce54ecb55ef9eb3d1254b6d475015d2c0184599aa30f5c5ec968
H_min: 0.0000 | R:   71 | Data: 32d61ec800bb5bc676401b91eabc001bf1355b0220d99de8f5a711c816da3a816d300245dea73e46865136e40019e96e2ec0f4a8f361d3f5dbadf1b185dd18f3106b9c7a3fbff13447f52d22d8be3749e13e675009cc253aba3abc73bacc64ea5c7940d558952837c2c962f7b6c0d28a959e3a7baefd16c35c66d25e7f0f60f0
H_min: 0.0000 | R:   70 | Data: 7a005f428938dd68705fd353fc7308a92d1a516bd87ba18c4ca81b5ecd15a068c6078e70a56e8c614f921c68e6d832a0a55b77da39d554939e8aa4d2370cbd7f60a40416f39355040c224a0d6a0477bf32a362a00365d9b6c4ed427a379b44e9d788256fc51c2accae46049619bca4cd3b45a65caa6565070a7e9144bb65f339
H_min: 0.0000 | R:   63 | Data: 17259eaf0eb6e332dd1128ab4b930cdd5f26c45104f614d0cfe336b50c0ebb35bb8527e2ef43b2bc2a3d4e8ce250681bb52e4013ea91f919ade2392c9596d6742435da8535a5ba1b5c9894deaa3c01eaa69d10c95e8ca17e19083981ae1767d9f48a74c96c9e9aa52e50b7ad0e1e4b91354fff55cad5a149b714f89b55f1b852
H_min: 0.0000 | R:   69 | Data: 2de01016186ca432a704ba4bbee18350f5e25252aac35ccf8c09e78dfa06ffeee112a36f112eee8e68eb7078e341717a8f562991bcc1a897d67739bddfa707447ab392d08435945594beeb0fffd4a0559f482b20c9d306899d6c9ea4b6418678fc464b912086f6ddae720ec2962f90ac1f9e46cdcf3e80f8e66746d050c92705
H_min: 0.0000 | R:   75 | Data: 3d35acfd22b2f132a77cba524ccedeb82e94bf42be41c8e840d89bf692433f037d7ddc65b5251ed3a2f96a33864a69dcf0dcb114261e2d8c7daab2dbd6e2765400ef657a5da968e0cb8b94725744918d7028f667cc0253679fead57c813fcd216716e92f0d72dfbf36114d8796c8ea99f01c2c8804f94243a6ac9b28108101cb
H_min: 0.0000 | R:   69 | Data: cb412fd8bb162525be2fbf6f854e00418208a5e2ec4b3008aa8ce1b91c449132e9f05f86ab4f5eda73e37671d078038573262426c58e24e616e3466bb3c6956b4fb5215800d3d731b0f1ee87724b053e4abd80138142d9c0d9dd03ba9ba4dbc410088b40f6bfbe70832337228771f340da8304c3d1a5e7944efe605230e6cc1d
H_min: 0.0000 | R:   75 | Data: 2b99704a69d482ad3e862b9e1abcff0f96f0fac43b06e62fee388a463b2552600dd62dc9973fb9011d774e343a23e765b410dbcae5beb3a19a58e8f02be94ddb2efba6a3eee04211ef8382442036d6276a3e3cb6afa2ecbbac482b5c51a1f5cf8c9f2b4d59fc26d8f3dd935ce9db6dd5aac5c05a41532a74d9d1b7a51659195d
H_min: 0.0000 | R:   67 | Data: c001fedf89c57272f94f0a7619e855f8810e91ae599a5860dd0c83a50390badc815006ca22aabc4f2a34d8a4d1f306d6b29ec85b9b0ed07646b25d7f81184e94c23186f14d83ff5b56cb61fb8fd7e360cfe01365577933cd132a61f2616f84bd7ce0c477921ce671156361faf571952d871d38478a02cdf0a71421bcbabe6236
H_min: 0.0000 | R:   71 | Data: f438368c61e8c0a9fdc0ff062a12c7640f1508a7e72022d0b1b3743ad4dede21d9041aa8becb147f9ee43bfaecb457a8b98f3485c31f9efa50de9a2a4a2f09244413aef16ab02fd4642976ff977ce5b3a6236d3bd1ade4cae29ee7fafa5447baad86ed7b141f3dd9048d750a4db3607705ace57afef74e67766e91eb6af2c642
H_min: 0.0000 | R:   75 | Data: 1b77e198dde88634b7468f5a53bc9025f259022f676fb585d887516cf77c475af21b34aabb87dff820c1a892150a3d26bde0489ac436e590c6777293954ebb9de03f60a97f4dac144c2f835016d014ce290e8fada0471dcf677df900b2b924ec40bd834429b2d4be1a5195b45bd8345714a2fc1a0b38959f436dc542a6292a63
H_min: 0.0000 | R:   74 | Data: 0cbe50a6438cc2532305dc2846e3054a1f5136ac4d944536249af95568b141141f23b11dfb2ba45a8c9589d80537b090b4da4504b5687cfbff89e86fee93879c0843c76281825fe5bdf806b1b5f7248e3ac7aca561ba31e60c7a8af522275a81253342bec8c1a123a17b2881628202dfe0d3586bd91c46af238914e1e42ca785
H_min: 0.0000 | R:   73 | Data: 9fe229a2f90cc92da414cf6283de7e91ccbdcea967417b157c4aa46787fa478c474fe4d3ced905586b61b870656f74cb36263b3958d68866e7a1bb91849fc3cc8e5431d7e28be38200aa466bea229d8e7072d5118aa7d7e144fa6713642c46fa3d25fde8786b67f7a313e68f3019304f08b19a57a58b597d5987b2743d188a01
H_min: 0.0000 | R:   74 | Data: 944a4a9857bc08c6e6f5720e2972174c32aab8bc1e6bb8f1985704cc995a8318bb28c75e347c8fd026718b0b6eff95d93522a558328feed12aecce6061091a21999de14de1fca5f02d7aab0568787312169ae813d424e06fe0781569436f50834e32858418ff74303ce54661ae86835688c965fad80be4389686add2d779405d
H_min: 0.0000 | R:   71 | Data: b4cab31652bc6e5c209cc06a8d397db80bdd471e3c2ad833a81d7565aa05e1e8bf875af85d780b3433c1332c782533e8843ca869c0e6666d7be31593e858a0beeed338808fdd0324d58fd815370e49bc7cdf0a5626981841237a933a008525db2f90006547f65ea8bd624e6cfa3bc6aedb119b871675eb2cdd5645600bac71ed
H_min: 0.0000 | R:   73 | Data: 6e054f746fb0e49dcdc303d6dccd7665253bd2cc8557433e68379e4e0b88a35e5ad50ddfc3e07c2d244a0a9d96339f1d3d3b5e76ef86a4cc2f57feb5355457eb1c2d750bd8b421b0a1018f29e3dcc3bfbb73091dcb4ca59fc35cfc0d0601820a3e1d70ad1579845bfc3377ee15c636dfbfd7a1e553bc03f4627ca37e17f7991e
H_min: 0.0000 | R:   74 | Data: 9843f3b4c9f6d0dd6f391e03ecaae46fe6d7acaadef70208d760557c481e63b5490ff3b9cfb3e1850a08fe2cf42d6e30ee54f7caf8f1dce13fd2e00e2c475a83f787e8f24da728a96df68170f7d40fa0005b92e705de070115eecf39a48a5df539652df0312409c802b808102bf62c54cf14e6f067bdbbf7aca87857fbe4e726
H_min: 0.0000 | R:   71 | Data: 1326edfd6a3ca029e364e2ad84cf377d03a533bd682b05ebcd76aa5d8f0c702ebe0e8fc224e2c5cb1d2599d6548002cd9d811c7114279a724e48d2e398e1553cc55956889ab656050ae8ab549828ad6a16aebbb4ee4b02c42e7063db9f763a5690215b73ae22f8bd587485e02edbc287a5a440028f0f4f10c96959623179c6c0
H_min: 0.0000 | R:   74 | Data: d5b3386f5067ee496d869d35ebe327d0abf1db03f180095909e2e7983621e270f40d0f0519a0aaa9dcf24a8420e1cf1a374a44dfaec4fdf08b5ec3ab82147250f581cdfb8c0acd829651b1bdb972eaa15cf2a65b5da12cabdd6f048334d674143d6d659ec315ae3f70f2b7c3d688fd67541348e7d93e11d60aaffcfe3342fdc7
H_min: 0.0000 | R:   74 | Data: 22d22536b4a2b4e0b6efa89c7dd3607595ca803b0b41b2d20b06c624fc0d27dc06a46fc090d763e6eb1b6c328e913c1a0b80e1c745427f8e5313473af0a5e0d4d630d7cbe975f278c62d2040cd57ec7315df4f2fb0f4fe7e605261fb57b3321f268f8dee0d85a101c5e521c14dcb673dd5ffae2d48b288a576a3ba090023caa5
H_min: 0.0000 | R:   73 | Data: 8ceb6be377415703e8f5b062f370ffdc9313a3aba58027196e72d7aeaff9bd56c7cd70c4accb5f30e276cb2cdd6062ef8b9dc3b7a36301ed09adbac391eb15b1df9fb775dcc22a2b982776ae24c6e819f4115b1cd618708ef6c3c21bb3f466c0dfcbf7495327eca41ea9a4892f2b9d405d5debd1ea813d4f92d4e53c7bc89a5d
H_min: 0.0000 | R:   72 | Data: 7bfb1c47777bf870a8c5ed568d60c5490f30286d7498225731563e2569ce64a4f00f796f284c28ae5240c1f4669f723bbbfe855a06e1b766390929521da2001bb64b6854daee8159284d7ee0c9c726c2cf1cd55e7f6b6e405d486d9a156ff00a8cd394407d5d14b35655e0f9e795c37a407c69860313e06aa2286b3a620da628
H_min: 0.0000 | R:   75 | Data: 613db2fc1b0eb53933df39a93b2b30844d6b3349014b1651bfe156ec4e95f44dbc31ef05ce3f88cc3cd7626421169b99c567e7acbe6c24668f76807d50e95593905b9290d20d385868835fe453a195abb2ecece39c44a7ebe9656fdbc49ad51ac9c14620bda3e72a8c092b8c9bb2f2f258848cc979ffb1ce922217636828d4e8
H_min: 0.0000 | R:   71 | Data: 8ffa6fcf68bb414b9efa00608ea1c0db35718cba0c1cb5cc688e6151e50cc86623c63e5671695ef1bfeccf504db93a07b5630d7a908be46ade55d739811b7189eb962e1b5b3e6e04a5b731336a34067d8ce5da285ce713a96da22b57183e774bae35d71ef31b206af217714dc0469b441fc4e7f0593f85c8f8f572de33e7080f
H_min: 0.0000 | R:   70 | Data: a323444294594ea6e08143e6fa3a6f4dd67b2c697b931c69fa391835360d7333735e504d21770d77d7deac34ed49b2a03260aac796795fdb99810fb152683776feea4055c970e58ab25ca3a4ff828dc0af66737870db71948f0598e092fbadef8464bcdf4412ed6a7c1606e68992ceb0dfc5970eb45310417667135dbc5d4bc4
H_min: 0.0000 | R:   76 | Data: a4f5f6ba75dd58db362ee802c951e4594e3c4ffe6a6f52158f2c1aaf22360db36bfed4aa30180f1a582e9eecd65865846d431e82beeae0336fa1674b06d48113cd314d0ec0d94c88bc75f410bb017353e846627e1c3594db18c3ecfda2af43949cb41a1fe8ee36700f71d62a108c6361be524a90540e5ea9ba1647dac5fac8bd
