Connected to /dev/tty.usbmodem1101
H_min: 5.9320 | R: 1100 | Data: 7fdce90e5699ab46a058073ce8745fc924a5440c8b100da977fd02b99def4c107e442294b030816b675ab6e03f7d32183328d5c3ef80e01197ca3a1acc111f3d7b869fe55fb05525e0935bf64743ab8b1cf44a19a57743efd8cb4a1010454e7c4995e5ded1bdeec3baf1e469e5544fa8de621beff188b30c7b5e1c75567f324c
H_min: 5.9320 | R: 1110 | Data: 5e0c6e15bf45bd9723e44274d29cfef3e23cb8a81ecdfc8828bbab9ee8adb8e2ee7fe19e4178048b87a4fb31f82d8d48c6895d35a0a29f7c4c235c7c02f5c2926ace5d860d6ba5d42f65e8b45ad9c9469c4a31fca8f91aa690b98f8b96dd38d1508d6b295803340e62167cc79d4dba51c421c399d7ee029d256a8c124e578446
H_min: 6.1425 | R: 1131 | Data: b8ce9669fcff17697fcdc0b51f8fe5a07af368ffe5b0f0975bee35b820d6fb08720fa3768e232af35321221e2a593a0cc20430c60cf5017e4a2bccc667210f5419eeae16ed0827e7e66f8f6cc1d899988a4863f1068e66f01902ddd0f8647828597b0f8dd6d32910f07673230de037d5bd9a8335d31589df15fd98b1890d4b37
H_min: 6.1425 | R: 1116 | Data: 79f2cd511494f5bd54d15ba1471322918338c564466128b7fb64ed57255346f7da363694c92fbffdfa2d558df7b57a5c3d1d5d029801ae3784513b5dd85c7159089de546027a0c45a45879b37409664d422330ef6d36f3ab465de09367e48ed4b38078f66e61b52a031ff003504f50447ae9538cb165639ac7b59ba827b916cb
H_min: 5.7541 | R: 1127 | Data: a148e8c01344dc0f8a527f6dc26d80f717a74fda2571a4bd41aa11e90af9ea1901cc4e881fe48d68a164eb8fe5ba9cb8b0c159dc5a01e0708dcbee53be3d9c817eb8227be564cab7a177443168ec02c7d963caf95fb80488781abe6c2a9f93ef04ec563e2aa0ffb2126d08c80ae775a5497eec02e963f1bc861d3cc2219522ac
H_min: 5.9320 | R: 1118 | Data: 4760c15c8fe1e76918830acb54cc539c99bc9cd73da16eea9b0438e1bccf0b30feded80744147db684dcc5f50a4d3e111cac5ef8093a1ec3b60a5fe28cd50b60009e0d5c8f47dd6940434792f1bae8685c292082bc61c7960fb93be5fdbe9b89a4403a0a17204310bec90804e84b89f0e692357daf9a1ed9d24679ffcc14d5cd
H_min: 5.7541 | R: 1124 | Data: 559209f2cec685fbe16b98b9486197c6b54980cc327dd5990074223ec9b363f04c4fb695fca75a214eb539993d3e84304e66e7b61f53447ed2a94359cb04f504f6215cc32f06be14192062d3d2f8314ebf51f62929d77454ac216f69b41bdd555bc77b6861089208689f5d6f02d8201a5325ed874ab03b99a23d2c73a41aaeb6
H_min: 6.1425 | R: 1121 | Data: c56883f8e302ec1d52d0e10d44d86ef9aba80cd08c785089275aae924a809d87ad9f72a480d3bbcd3203f00d09a2ea36b22a4a99bc6f53f2b12da3dcafb6936da8924571592bf1bfa35d87ec92801d5cdba1172f7aeb9b766a97336ca890c7bd14a3e049f2cec229045050c676ab49a5ba5aa1519c623d3a42b8d300302a6f3f
H_min: 5.9320 | R: 1146 | Data: 58d06e68d008e8c26f7ea760a8ca441154dc1d2b6b3f5532a90f93e74a6714b75d035e7e64413703f929b7b1e9e7f2c9d1b807237849d1ddb8cc7b4b506fd400a0bf5476b31f2e349c596ebd34f8f2bdb9cff2d4cafb85603094539ef2eb545e14c656aab919031340384c988851052898a9dee93770332bb5e7c0313355e62c
H_min: 5.9320 | R: 1116 | Data: 5f64d543418afd2934ecb52f724a17786ff463d90c7835cbc81236d13f47494894885269ef0981fe050e05a93d8ee5239ff2159e7f8d1a17d244b9c5f78c35deb398bfcf64cb4bf62c9468d3f79f59806c1cea79e49a4e80976f2563c82d3149db76a1a6d85d6f1f086be0ed5f9e853e2c74971e06af51407dd3840a54d37937
H_min: 5.7541 | R: 1137 | Data: 48aaa682588d48f825355e57eea6d5f6bad29b8773a6d22b9e79251995c5925b01e3d638eb3b02d301f2336bb3287cca3570910a9f3d1515bb1dec73875394797fc66d74fe9c0cd12431291c3eec8fe95c5488256245c797fbff13c10f1356417690305f35b11ae5b869051840ef53c46dcc7b9974bbd039a9e1f9db6220b388
H_min: 6.1425 | R: 1097 | Data: d46eb0feb02906b4e1fb3ff72b854fe611cd775a2778f6aab2fdb315f8833efd37fbe8160829b27e1ec541bedb1bbdfd9d093af8c754ccfad9bb1626733e4e53de0cd881e12c20d23234a341d6b5a4766b03a077cc32fb951be4737e24a85fb83f4e3bb5edb52c8aa79c7b063346ed0ab82eee99cb868dcbbb5d5c6949e0d689
H_min: 5.7541 | R: 1125 | Data: fc971245b2f5a0332bd428460c7631ec497f19697b008890aa795b257662eed7a49db583e29730268cd31496279c44dc51236f66d3246531c54fac35bcd203f96a7afa2aceff7948857e8530e0ada4136c4f77ea595cb09dbcfecd697be3d523b80e7848dd1c8a60681f8823c5854afac377878002ba139a91cceaecebcb6289
H_min: 6.1425 | R: 1112 | Data: cc9618a344d5ea190aef56158a1b01e26e3bf7c4ceb68434bfbcd08adf73aee62c0ec0e87b0e8226bac6869e98813764ea4a717fed785826d0da6719f2723c4b7118c231ae4dca886a9751e4cff7bdd9534bbf6f3e5293dcd951ba6015fdc844037769412cbe485d2600eb169e1afce9a9fb75e06ae3e6a0157485c9a5f313ab
H_min: 5.7541 | R: 1101 | Data: 00d705bb93825b11aa03a3d491b89d5b8dbfee8d9fa6af2f9606c6cb5069638fac712c08caada94fdd2efbeb970021270780278141805bb398d1347c5715c0d3241cb0749473250b0beb891fc3142930e00c87f82e6b54714f14e9647b5dcca3adf0a1a5f8e7914f67a10b8b591289c889bd8f342be778a09c25ae8e002ac3ac
H_min: 5.9320 | R: 1100 | Data: fda880c9c00da87ceecf6ed0ab22cb029eff727da5f1e260d4f567a1b162c928018d02bf2317ad3a3e7d8f08fd059ccdf4a02a1869a8d700d649ed4c0c44017767decb517cf6c4d4bdc363a248c52d0ea86db0258edc908cb7e1576def935d43f9daf42bec3042e31d9cd70070f8ec23d9c0b09e73579ea2e2554152ebb45338
H_min: 6.1425 | R: 1119 | Data: c2949c60acb84631b826f574a663f103c6e246b3bef7a358143d5d930f12e11e5bc88e8065b9eaa21aaa64b469a2343552ceb7f1573bd64a68537262610b089216299c1dee42c85357af7078f677d29143f3e9eaf8952463237f227af8ff06ec1021db432595b9e6c0e920930abbd088ab735c22acb02f1f154e400ee210bea8
H_min: 6.1425 | R: 1136 | Data: 00417cc77050d7fada4c1ac7c62639f10e123c9a9b3d438fa0cee179d65a7fa716b6e7a029d41150d15f83a8b8030d8908db3671b50e5ec0e3d839280cedb076404276d98e5a6a3fe7c6a1f65dcc12ce83600b90283f7a35112042bd93142fd7de844f920a0153dfc57a63745a4c5eef484e322d64a1767f4311a5d54d147c20
H_min: 6.1425 | R: 1125 | Data: 0af963856f68f9eaaf31b9cdd4925f7b03808117cfa58ed2041e1526bdf169098e015f227e6209a31c4f2ab0bb49ae5ff0f25faf9e76639c0bcecf9546fbb4e186d64de62f1455d739b018e28f10723b3a36ecb765686aaffce4badc595b75b495c193be8c3fe30aec99449c9431192cf20f05d84e83f510d94aa0baea8383b9
H_min: 5.6000 | R: 1128 | Data: b2e00c52419f44380f5e160c366c6221ac9c83a04c8bfd6b395c17851a29c571497e0e97b4f4cada2de376b013d9ae853135fd5983dad21e916e6574a479f6138cd793aa90de6871b2db62bcc1f4fb18295be086ce1e8cb5dd8d0de1a33b22d259de0fd0d0846fac5d4d8b5ba02009f576ed2799a1193e4922ce4b10f1d387a4
H_min: 6.1425 | R: 1132 | Data: a6001c06a859773581940986eb556f69fdf9199dbfc1d4de1dd265dcb1320c5c45f732aec9e22569f6c3228f3ec8a0e3eb85f0d0bc3a63c34d069507bbc10909333cbe83a6fd5329985f6e87e3d4fe1b767fef825b804d3c9dcf1c8078812226294d2ea4168d28cc1be0c02afcb47611713c3aba2629cbc199b8cf97e61b30ec
H_min: 6.1425 | R: 1128 | Data: 6f470a3dc3df033b8f620a2374bf6c779ab8df455d690449b0279671733d6637e1c6f8f759bfaa0e1805ec411b5813b66400127b2914100b318aa7deb15858a006d6a109162c622785a0d7c07ca4fbf787325b3b397a5597a798b257b2eec503935175adcb30d5bcab221e4a5029bbdcec7a85584d385541e2f1f969824c4b84
H_min: 5.9320 | R: 1130 | Data: 2d08876910f9fa1e061ef32b08f6328c49ad88e55d072b3864608ec0de1afba762a6eaab2fe1486015444647b2c5531fe425862412a3446cbfdcd0bea56838791c090276549ba2008b4cd9832b46a4e7dd05f6016d92d2e4343f045d6c84d14c08558058310ed6ff6d883e4b1818d1f602ea34543767ccfa9e7b18b93a43aaea
H_min: 5.9320 | R: 1148 | Data: bed82d0ccd5edad140eb6934cfbdecf177281752903756aa419234fdcac0a3f4baed1c4d5bc9c3b0bbb00ecd23c846dcd624b299d07d3054305d2979768619c242a89583aeaeb52de0b1a27381347af6425ef317dd7cfe27e29810a3bf0aa125963a21c744a0ecb657d574e283d9c2887e4ff5ed514d3502f726d46b07e16069
H_min: 6.1425 | R: 1150 | Data: 5f7c2c6631aaaa6b36409583e5946326f17581928b884c2d2c9041e32ca6ebc39b17a248b9170fbe7fb85f39cc3a2827c9fc3b3615c67b5179969ed345cad6cd756964942dce2f1d9cf98afe92d106edc89e2397bd0d56a93d604228f3574927a000058846809fe8d39d4c8443d7f039c7912215b0683281b12036d5def74667
H_min: 5.9320 | R: 1127 | Data: 55cd248a2aee801a84bf2cf9bf40fddf4a7d2a54c91e2df51ea37ff2dfd1c4bc2aee2d323a8385b40b64ffebe717f36837db6776ded0ec2d09980d2d593cd88ce05eea4f7349854e46925485f366e8547b374b1109b55f76eb9ac0c62aee51307721aee6b904f54b11e5310eb1cc28464681a8f5c5312540861ce8b2c7e33617
H_min: 5.7541 | R: 1112 | Data: 97ece024eac49da4f4f22202a55de746964fb33410adb0ee36eae75ffce6209875ee5d636210a6de9b77edb6dce5e3b2d4f15bec3e7c27f2014d32acf5a9dd3e582d0098612e3465778ae68e274c274ee2ca5cac7269358d4e37a0ceffde625deb036f6c9018586aed3f47fb67a2143d8e70f1f590bf81d535119e46f63b1bb2
H_min: 6.1425 | R: 1118 | Data: f4fd1584c9d5ce127925747a7fe8e462c0aeca866c6a43b3e0dfd39b97583640a91448cb564d8028ca22a57a9fbb22999504f9c1bcafb431bb483f07645992e32c60e14d9fb38f4e2d490d7ca3319d4462678a72de14fcfc466f339c00cab60c47c79cf4d7a99c3d33c6c6fece794d254d5bd417dccdc32da8badd9131f8054a
H_min: 5.7541 | R: 1096 | Data: 8337d52c54fe6530bfb5635c7e0ceaf04e1a8b3252ac2af82a21ff5d61fede05d34f9526ed019df0860f16c7b95b6d9e8515b625e9b63632b4dbeb47bb88175e929dfc0653c9682a5499eaf4c6aa38bf0b8cfe730d14188edabfbb1602a79c611a4ed8f063ae377d29bb68bcee0e44fdc4e850e421aaf9f075e84ba91b94de0d
H_min: 5.9320 | R: 1130 | Data: 8a629746433825202f6affbfbe614d4951e43437b01dbee2a5d5250759a7c31d06a81cba42573a7a666563649219cbaeb4ac4b603fce2a0266a571ebf617a056865e7d2984338477884ea75eaff26030701d5bd86263acad6df537462322603d9ac8f75e27bab3cd8f2d115cd13f2f03daa5b8f4480d28200c8433dafc85e07c
H_min: 6.1425 | R: 1104 | Data: 0827bc8b849fa6482b76453ce90e1c07ce9e9463561136f99db322ae3920212a9ee5b8803904f900e19d96aa3645fee4dfa2a3abdd48f31c483fead13696f7993ac56ee1eb75402e1692cd4cd23192ec7924ba330de87b2634c2fa1f2cdd55d577371d1ce7c9fe32d46507665bd814192956dc30ebddb1fcf70e15d2736ecce9
H_min: 5.9320 | R: 1130 | Data: 1cc5c38ca47c56727bf5341632bae3b52a09c17f532885e32680a62b541b40ac5d386f9cd6f1da58781fad9a2fdcfc3b89b9208316f5d6796eff40ed5272293b8b6c3085c49315dea21f369b162c2eb566fec9b889bc3161a2e90cc064a3276c211a4865961401329bc9cb20f6982907f7aea118dabf90f51ed518003ee8682d
H_min: 6.1425 | R: 1120 | Data: cfc809387a269e1240223c5710019eb069a89f6341ad903dde5bd20fae496859be112f8805cf4731c44de7d757be38dbaa033c8ad890a382693416d9663f08c21ebea5e5abb92f246231ae005f6efb4ef8805ad37a98d47c754f2a4a6f31f88d2786b5b2cb7d23897af752189a394f410d82002bf688df12f436c02ae13dd4e5
H_min: 6.1425 | R: 1116 | Data: 32ed5b1177f8c36a3e630f2387c8781cdc66c567132396f1c76fcfa838022eca15219a3b132fe5e2159a5b36d5e30072506b80f3fe8e063d7e393f1efe52c318da06a63e93ac21fad0cb28ecead1179e9a2bcace8f929090388d20a800db27b04769c5b550037c5cd47177ac2d50f9b35b6d1953c9853517490380fa0b92034b
H_min: 5.7541 | R: 1117 | Data: 4ee695aee63d804f7b0b8988da643bf08bdf4b6805680ef714188124e9f46fdd86664f08e1ca6f139d785e1ed38f7c1d2545afddc19c3fd10fc7ab1d73448d9faf0a5c4b695976d80dff637a1c69529936b8d314ff7261348144de70c121337adf1760e55dfa88a21520ce16ed9c3fdd8d2b9250118c1d8b8d435de2b9b78cfc
H_min: 6.1425 | R: 1116 | Data: 280d8c012a1b81459512b7f6bf4050e48ae9c5a87e9105cd04d40735450eb4b824148ec197a7aac6e7eb741d614e33ee402cf72d4d65a45f6f22c60c9c86effb852ea7afef529f00ef851264c90ced89741c057a909366bd7cb508fa065b76bea6395f296d54733fffeb5a08dad43962d8c71207b678a2e6e6450316fd9f2e7c
H_min: 6.1425 | R: 1124 | Data: 16537807331e2ef7f347207b96c75301736fac69fe50e8fcb48d578be3331e89e45f7e2d9060c976610fc298e6dfa45f2049fbf086e8a5b4545d513ba0f0df70e14d8f2ceff54f2422fc194a871d43a76478687aad850a1d921f6e55da2d9025c34ab2ecece72148046e473748c4da1a3c76c646df678e32733babceeee329a9
H_min: 5.9320 | R: 1127 | Data: fbde6f31d0e50912b7a339632b884363f2879a8e15bcbc753c7ebc80f3c4d57f3a50d02f9c832ccd16baec5a78ff3a0fa887a6ca3dd2ca8c1f051847e0f39d944f1ddc7a6c5abd3ccccbb24b6c4cb43f7cd2af776586e9cb7a2754f49e9cf7dd3cd03ebc91671f730025758feeee602c37f91d87fa5f8afa81936cf49622890e
H_min: 5.7541 | R: 1121 | Data: 261511dfc4f17d6bd9fb0f627d6ddcc5058ca124605f9b919147b04ef8e82c4c239f5dc221626cc2acd844df48be748989d8e434476f33b7e4fa13c3c114e196aee8c928b9673bfaf3620a460dde15db47526f71b124c6006bba27e6eea4789205e25bc10071941b28e19ae0f97d3e3f8da077b130088abd9d6529ed7b5fe2d4
H_min: 6.4000 | R: 1131 | Data: 51c012a1cccd1bb3ff1480ce6adb9a890f378246e5d8ab4a42cacb69ae0e42c5d0ab48facb10019fec86609ab3cc38fac5574b87271519e846088b81064fd96d5ff042de96e9dfd2d810eecc0d8deebb9f027df46a9727b5961825726943756e87d21281e2b3a05d1958425441e36c5827dbb46249a4f3394724d6032eceb2fb
H_min: 5.7541 | R: 1130 | Data: 703cd769af0fabe6c75f877f7242132c6aebccf1bd6399ffbbfbceb278e6f7d2d3377a8cc11cd38e23f8c09f4d5a1049a0bc11bffaa0d7ce0ce6bbdf0a4725e26ecde0284dc7a533cd7d90d9b0222b1eb22d3c5301b188000660461cb035b0743618973da0c47e7b92680c50bd8cb2ed13059dba3b628589f111f8a5a456a482
H_min: 6.1425 | R: 1103 | Data: f90388ac38ffd04773721f57ea0f041c09b6ab4428c88e5f2a5b03f1ab843b89e03797763d965906bace851f0135c91d510bb7e8c684b8c3e3cf425f729c13001b6f21c7e81a93eb50c1a42a2dd2c92a117ec8d6fa78ba8105b33a0cb409edebdb4c08f41e3b68b50e4c43042b59e88acf9fcd47dc819be416fd981456bc9b7a
H_min: 6.1425 | R: 1133 | Data: 026d337cc2c66270b7f0724c1a0b922f924b169f876ac415bafb5c4aaa4de2080ea30adb5faa0857bef317452bd34ca2e5cd6cc08c67accd3118fe8702b1bf945b089aba774b233d98e32f4b86edf9d6dd84deb2eb3b3b34218134038f54f60c5b540338d0913d4c36e3b01561736a05969dd2934096c1f861df1ad8f8979d5c
H_min: 5.9320 | R: 1137 | Data: 43c004efedc575ffed9c156f02f48e45a25ac3e2cd21cc22a82c72ed87f8c382a1a9c438e507ea8a7ad17b7dbab4975bf39a394b791322604bdb15d4c66b2da1b7d5be41d6fef16ea32396501ec7d00f0be95d3d82e2912a4fe6c8ce94ea82224a75b59e796ee2b74e56db87d126abc9b5ffd8afea0a1df5df198226586df56b
H_min: 5.7541 | R: 1105 | Data: eb00d3dd5f63545edcace1566e42296427f23103c1b657e445b969851158e5ec5ec48222082bfe9aec079fae51b0672e6bbb59aca1a654b20bcec053a9119bf451165e3c4992eaa6cc1dbc0565427e3d5e80aa0c057e064442a91c3c73dbc145a106d71290e827b2594e3429962c6ceca499e270726b605eb3fcc478c4e458ee
H_min: 5.9320 | R: 1135 | Data: 41ff708797bcbc83f8ac4e1628fb1a33af33eb7d97465a144c4d6df8924b19442fd0a6ad942ecb28025119945a15b6064fc3ef40d1cdb7153530317db91a1ad40ba7fd4cf60031ef0306616297f2875ddef2652d531fa44da37124b537d844dc5033f80c04b16cb19139efb20780a99b9d2741a625c57b8284938f046b66088c
H_min: 5.3425 | R: 1098 | Data: b2ed97e6e0d648a4746d423bdf0438a1fe1853aa6aa3447128a3f306fe07835c3604cc5bf9083963c8a9a1469f4f1a3abe840cb75cc4acd4acdf0ae1f8da2a805b6ad37d39840c2e7354df8dd888df28e159423292661ecc2608149db15e04e6877a126a720de0732c6d82c9ab5e9c999556e6e97fdaec540e4731a27f9f8505
H_min: 5.9320 | R: 1136 | Data: a9ee202bb6548c7d76dabc514cebc6b4e76d08e4c1c58da1828db6e0e86c73fb9d8f41701e65249b09f8ac18bbba865c480472912c0a1ec75fa9f332a58c9fe3a4b61dfd742af21485fd804f8bda08373d51c2fc6668b68685759faf22894ba261253b9d94dd1ce4d837e378b8b26135e3dbb9203e07572ce049c179c9212a6b
H_min: 5.9320 | R: 1126 | Data: b5df2793337657cc3e8f125ac3dfb8af62472fed30d8d4f83e35c0fe920116dcb29d470ba8f4ba220c25a07c241f0a5afb3383d2f5ce8697767793944c21a34372baeff93e09fbaea5f146a7e2a12e41217643ce9012358e6ec3b67ea5165fc68f81018b2613f2922fb601c4b777071c28146cd09eb501205d6e2fd8c32023b2
H_min: 5.7541 | R: 1133 | Data: 6e31fb28c4e991ead4bcb6f252d302f3281bbe98808619fbe76d1d6a00d310539dcdfc2da8181ce7e3f1b9888ca1596b48bff0ca48496bec902ef694fbbdfea0d79982880e6f2ece9cce58a09082f445cf128b6f2e9848d393a32ea119e475655385fba23bd88f2546b5989cacb0591fc5cae7295962ee44791e7a058c27eac6
H_min: 5.7541 | R: 1117 | Data: 7ab3fd86326aafeb0ffac5183bc29b2944200ac7bca7852f2a8fcc94f11560ebe15d3a7c27bbe528600cb7dee95e599a255d8e0c3e0f9b8a91975a1af40d44fe502c9c9e5203591c33772c0d680da3eff6afd15a584e6e31b23da1ff9e3283e403dfdc12cd82285be0dd48055007b09b23cc1bb9c3ede0e54a0f457f432f5581
H_min: 5.9320 | R: 1127 | Data: ac943f493061ebe6d8259c3561e6a5ac44f51a6ffe1ccab35781c79a4ca363aa03672690d9bcf4d7c50a0903add52a03a2edcff7556f898a4cd9bc4a45aec479379286f666c5241b7acb9379c842abc16c1d9bf103ef8317dea740385a4cd7ee688957ff871f5f33e980467a53ecebeaa8d8c214a8efe74b2a779109482622d5
H_min: 5.9320 | R: 1125 | Data: 751bbf7144d5ea3b551db205b4590948b3d8c32bf4153bb1e8827e5e3fc925c9d18b52ea0cc36a80aef12c0f41d7b4f77870ecb866ffd5d10169ff56fab45039e3bdbf4251d89443961317693a2598e1d21fa649dfa7d87c4935812906be327e0a82ba322c9b304f63bb68e289878e751667ee847633680ab69277ba7fa70fc5
H_min: 5.7541 | R: 1117 | Data: e3babddeda843d3b17fd945a85d6cdb1932b0784313358a019e794d6ab3cfa8aba184141bc896796f0aa20cdafacd4836ce274c1cf94bacd9b9e0d5de22d9b7ea43b3b7934529f2ff7aa10c87e36ccc7deee596829fa37d63d2f3c29e55a4f2a26eb4e3096b8ef5a64a2574be3107549f7e748e6ad37fe81387c7f3a7ddb361a
H_min: 6.1425 | R: 1102 | Data: f1cbd90dd7aea98c8f81f757fb0b184fed4637aa0523c1f67fabc773b962a776ea002d18c836d54d6067505a363b1d7d7866d345e8a9a5db40d42804741805ce31dd60d7f5566daa405409a5bbc9e443ef77f0fd797f04f62e5ba3502137d48f6f9c8712199258562c71fa99df5b415b898918041b545353e8463741736b69e8
H_min: 5.6000 | R: 1135 | Data: ce5ba23be7433b9061827016d4bec5b1d7e79323c8e99dbd9ac8dbee62a56ecb8fa27d3c9fbcb4f89cd67a794c16a45b3bd9a92499b20984e15a3ac881ba4f43e0083821e5537828ace6fab561c4d2aa389c555e3bd228a5162f0b46c54a68fef4243d3c6f8410fb9132d7228acec731941d2d1345b0dfece7668ecfc9e91c1b
H_min: 6.1425 | R: 1164 | Data: c8bc8fe61c1935fe5aa503b682667013190ca7ad67c7870428c26f1702e72752c5b5e27fa68810508b931978279bc3fb42b5736c7e3fb52ffd447747ee10d16b850513dfa724f3375bafeebdcc8639a9b6635d465412f29b3203dd035d448bbe9a0c0d9570a681d64bf3ea95aeab3a8dca2bac60f8cff73adc4bc96eee99fc2b
H_min: 6.1425 | R: 1135 | Data: 338dbfc5c4c20ff1848fec72c171b2f8113695246d15618fcd7b318a112fc536735a67a4530067996c2520b35d5ce2edfc2d4c2f812580b3e79fea91009b4466b7a9e354731344924ee4765f687ad98b8579a52b1b5d1c2bd2ca94eedbec192afd8ae38503aba916fee500cb966716e5014af73db923e02ba3ea002ed9e92fb3
H_min: 5.6000 | R: 1104 | Data: 9527620ce8352d6b45451c862fe8b312fbcc99ac46f435b67bee47886f1cd286283c8f43cee5b7a7d6fed702ae393b7d0c0aa913646cad4a2397c5e3e7ad14665d69cec312bf15d0d7d301523b6bdad1669c79c4a6bd1f48eb035d653bdd6bf61d241c5306b2e2f65f59761fb645c1d6771939aa9985d87fe2fe5ca065559f78
H_min: 6.4000 | R: 1099 | Data: f31100ebfaf5508555c8fc411309600db006928e5e50400c013c221194d5d5613e4ea4314a0edaad7a145d71110b9bfb03aa5d450067068d58591361f0f68017a5bfabc54a7c997dfa204da0bd9acf1ab80a32aae4d9de59e9b351c53a1fd2d5dbe34db6ec8a348de8aba2b48e8c144a670c10bcd08be37d0d306f4e5829db37
H_min: 6.1425 | R: 1131 | Data: 83f5255c6f0c8ba5c198e4ce4973ddee717bfaaad078939274a23e165e87fea5264e8cf2c312f59e2cf5766e68fdfecdb8d864a3821bf332e411d06c2edb01574baa6d3adda2526862f2047266727570e14ffefd380b74d932f8877ded386bd48da2bb941f43011092b7220187e74a3a2d304e3e0750fcf1518cf7cb18af5d2b
H_min: 6.1425 | R: 1132 | Data: 776f2d83a2f208dfbffac800beba6c3c00d9b4fba5656869b9df9f81380d8d7e85f66dd36c37476a83a864d0a9475a26b990dae44fe9ebf56e1c2df02e0467329e668ba7729c72dfbf4eb1ba2dbcddbf09cde7d1c628b47b1c8b8cb5a5559216d0b09101e7fb6f6cf659f093b402f75fe9683620ea9b3949d65b06a143693976
H_min: 6.4000 | R: 1133 | Data: cabf3b4c09f2d86fbdaddaec20a636e0f59f4838b6c04c69a71fb0b4f3ff475e20501f61e4ab6d9b6ee4c0a5f2275fe42439c6dcebfefbe3ebf1e3f86fe31279bc9396c2898f2be2be0736d5d8cd7aba88f6893eab00f1de3d7fca7b8da99b1304503ca5c1169014b2b1527dea55d884046d2c50fdca8642e154668d151bd04f
H_min: 5.9320 | R: 1111 | Data: e62e67b6a105e501e7017277eba8e8f875966d63647546db7c43fbed6c3aadebda4cab8a77ee72a538c1ce117a4148231b240d539d8a69cedd87c53de9a19b58f6d91abe7686605da68a8e40f4fbce9a8984f0a90be4d16d10262aaa759aa86b5e124c11705f48f125e21a79392bdd64bbb455ffa73dd806f22a9bde866437bc
H_min: 5.9320 | R: 1119 | Data: 6621dd421cb368ff70f8880c49cb1908301e3be6df549cfaaeb82e05a8d6288cc1258c7984f3eda157736a4eeb7c69e4c187c158554b547828f306e3faedf6f4f34e4e446fd38c0d7daa719b97ac72622faca7711d74aa27da281cc4a3fff5175d60114585c9f2f55b4f633142f5afc0b0525a2aab2aa5449d9ee7d7f245405e
H_min: 5.7541 | R: 1112 | Data: cd745df5ff3cf8d9ed3de6bb5921ae021f9524aa973f6080eccd8d31c19dde4e4ed48d855d09b84cbe480b595f7396b1193c371df489193e02b18004ac8d0ba15e3597eaa893e0a6b19efaf5d55a379384b80d6117f27a9864f8ead345af7d3b56eced55599d51b117d15a58dd0d779895e6df57b0aca04cd764e6e061925b35
H_min: 6.1425 | R: 1114 | Data: f5281dfa924ae4e41fa19c2995969c8889ad038f61ea1d0b5d091318b9fe0bbc3738a123286ec27fb0f04c1639b99c6925d829da88480f6889db68bcdb3200c0465dc6dc60074a4dc527f5ca4332638daf3c0a6cbf97eeed01693d30c9116f821f81c7b11de1165103875545eefc399b6f6a38f78e227644dd52cd0b5a319c71
H_min: 6.1425 | R: 1120 | Data: 17b69fdba8f88ccc41c7948e72d7590be774590c4dec591f8276b9aff3af0592e553c3c3eacf102cde4605d0fe8e989378619ac60b7b3102a8b023841e1b507962da418bc8c8737268e0a207c59f7a4c09bbd8599f821c8d662aa3052e5a1e418a9aa60aceea7df68703c0822fa63999980d8ad0ec7e17a765692528a1515f54
H_min: 5.9320 | R: 1112 | Data: 4b020da908360f15d17f52d79ad07a886db67d214345fbd69552d3de592ba73ad55d3a520a270f257e79c864a20d58f0bebd1644abe399901e88fd158f97abd7fa31fe7db4e0fdb48318c39166bf50eca2972934e526227d9e263579b50ac31e98ed305dd3ade808b57327eb17a410df2e7b578cba1dfd96e2c8dfa206b517a6
H_min: 6.1425 | R: 1103 | Data: cff4fa17bed406fefab3c39eb827b2a6aee0aac8843cf5982b4733628ceb09af992d6318d9e18b31114dc4d917c79082798504fc90e8adfd496b4b3b681c55a30536f68c4ea00a9e862d0454f0bab6d62c382be8cbb82e228e395c1ee0f6bf0139e8a08690f3340a3c4c344589f77eb4b7456c815db54545e662fed67300816c
H_min: 6.1425 | R: 1103 | Data: 9fd0330e6ee50edc020938e6fad06282bf88b773c1dc5c45a51cce10e0bfc3a245ad6e0f9a2e2abbdb411328cfde9c205903d9cde911312f5ee2ec502678d542b2c043b3152c6df6c9afaa064992ebaa8b04989cf20be33237c753f9db5b8fc02353b95eb8f2d27678401495b839163315b8a822c26d98d40437ebb8a2064c96
H_min: 5.9320 | R: 1131 | Data: 68182ab62096b3bbaba571f5d522333b60ef77946ab3c5c1c9a12e7058f3b0a54a6620ffc8630d288b372142203f88a79e7564391cae355028c180de44af3fbce2abe5456e2ea456fa02d1ca3e5b0c9e42d5287fb0bfe448637444a3bf94f63ac624afd07fd353d441ebe2e52dc46eaf2d391aeadf713fdb52646c704c2954eb
H_min: 5.9320 | R: 1118 | Data: 1eec3ce7aacd0bcc64165feb9c5a40a56665ad3ef1a3e16e79882007f36a6f6d39737769cf5eefa93d7decd35845e3af517e407b5dada4069826588ad7ce1227902db58f1cd753467bf81344f6f103e5b03265f3b7a40c14b2ed39e6195631410f11d63d9488ba8a18a03fca711c407378b2bf0a830aaea88aa132711e15c805
H_min: 5.7541 | R: 1119 | Data: f8bb300a54d3824de58f07668ee6bbd3a948c6f298253665691a00f0837c031e2bb910c696af9cd77f307b9a497c721cd35a6bb11cf3f09ec14b3472ed5efca0465072ff60cb4173d9cbe9b5e90793545244696b70441bbc988b534516b40c54b580bbba8d9e5b22ba2b08ad805faf476212770853a890f1b74f4237bf206753
